,game_id,home_team,away_team,completion_pct_ewma_diff,passing_tds_ewma_diff,rushing_tds_ewma_diff,turnover_margin_ewma_diff,turnovers_offense_ewma_diff,rushing_yards_ewma_diff,sacks_suffered_ewma_diff,turnovers_defense_ewma_diff,passing_yards_ewma_diff,def_tackles_for_loss_ewma_diff,win_prob
3,2025_19_LAC_NE,NE,LAC,0.18040008544856534,1.3226293306851327,1.7889627073675265,0.6469780580990977,-0.859251604737229,69.66377744638935,-2.404462555070465,-0.21227354663813114,65.01267474711187,0.8531063916920827,0.9983292815090994
0,2025_19_GB_CHI,CHI,GB,-0.05184145584287947,1.1613919317131263,0.08746200170495999,1.278678416700211,-0.34680847113912305,-14.958147135818962,-1.9183831540039682,0.931869945561088,80.99583396904961,-0.08370846806179832,0.8584624495306463
4,2025_19_HOU_PIT,PIT,HOU,0.06004692597136119,-0.5730207339380735,0.9132631262887935,0.25450966693969923,-0.2561854566825984,7.165187179682206,1.5614120138571776,-0.0016757897428991697,23.676786659085536,-1.2888878128103425,0.6968091174595562
1,2025_19_BUF_JAX,JAX,BUF,-0.032070690239640376,0.20485537792655384,-0.33257707335843834,0.9971396371742721,0.2656457728917504,-84.92917349382881,0.20539360266813445,1.2627854100660225,38.72860579953377,0.12967122148392995,0.3392045899297517
2,2025_19_SF_PHI,PHI,SF,-0.13534918438216892,-0.5941038285062143,-0.12712877830307856,0.8765175171579903,-0.3071682124578816,-3.8155029170159196,0.0695346866159614,0.5693493047001088,-19.90509434887869,0.35518098796707864,0.21776306792389774
5,2025_19_LA_CAR,CAR,LA,0.03532620041935941,-1.6155012413259777,-0.2951398209552385,-0.1603454948605952,0.5588215507582976,-66.632573069158,-0.24472952579031038,0.3984760558977025,-109.66241253779705,0.060461395345408064,0.09124374483080894
