game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,home_win,home_completions_ewma,home_passing_yards_ewma,home_passing_tds_ewma,home_rushing_yards_ewma,home_sacks_suffered_ewma,home_rushing_tds_ewma,home_completion_pct_ewma,home_turnovers_offense_ewma,home_turnovers_defense_ewma,home_turnover_margin_ewma,home_def_tackles_for_loss_ewma,home_penalty_yards_ewma,home_fg_pct_ewma,home_pat_pct_ewma,away_completions_ewma,away_passing_yards_ewma,away_passing_tds_ewma,away_rushing_yards_ewma,away_sacks_suffered_ewma,away_rushing_tds_ewma,away_completion_pct_ewma,away_turnovers_offense_ewma,away_turnovers_defense_ewma,away_turnover_margin_ewma,away_def_tackles_for_loss_ewma,away_penalty_yards_ewma,away_fg_pct_ewma,away_pat_pct_ewma
2022_02_CAR_NYG,2022,REG,2,2022-09-18,CAR,16.0,NYG,19.0,1,19.0,183.2,1.6,184.0,4.2,0.6,0.7445378151260504,1.2,0.0,-1.2,2.2,51.8,1.0,1.0,15.2,199.0,1.0,90.80000000000001,3.2,1.2,0.5486590038314176,1.0,0.0,-1.0,5.6,72.8,1.0,1.0
2022_02_NE_PIT,2022,REG,2,2022-09-18,NE,17.0,PIT,14.0,0,21.0,183.6,1.0,81.39999999999999,1.8000000000000003,0.0,0.5861244019138756,0.4,3.2,2.8,4.2,43.4,0.85,1.0,21.0,228.6,1.0,96.4,1.2,0.4,0.6599999999999999,2.2,0.4,-1.7999999999999998,4.8,31.0,0.5,1.0
2022_02_ATL_LA,2022,REG,2,2022-09-18,ATL,27.0,LA,31.0,1,28.2,252.8,1.8000000000000003,57.199999999999996,4.6,0.4,0.724390243902439,3.0,2.0,-1.0,2.8,42.4,1.0,1.0,18.8,207.4,0.8,156.6,1.2000000000000002,1.2,0.6251748251748251,2.4000000000000004,0.8,-1.6,3.6,44.6,0.68,1.0
2022_02_SEA_SF,2022,REG,2,2022-09-18,SEA,7.0,SF,27.0,1,13.799999999999999,172.0,0.4,181.20000000000002,1.6,1.4,0.5285714285714286,1.2,1.4,0.20000000000000007,6.0,69.8,0.8666666666666667,1.0,23.400000000000002,195.8,1.2,60.0,2.0,0.0,0.8025345622119815,1.4,0.4,-1.0,5.2,88.60000000000001,1.0,1.0
2022_02_CIN_DAL,2022,REG,2,2022-09-18,CIN,17.0,DAL,20.0,1,20.2,212.79999999999998,0.4,85.4,2.8,0.4,0.5451612903225806,1.0,0.6,-0.4,5.6,61.8,1.0,1.0,29.400000000000002,282.4,1.6,115.39999999999999,6.6000000000000005,0.0,0.640251572327044,3.0,0.0,-3.0,2.8,30.2,0.7999999999999999,0.0
2022_02_HOU_DEN,2022,REG,2,2022-09-18,HOU,9.0,DEN,16.0,1,23.0,291.6,1.0,121.4,2.4000000000000004,0.0,0.5949308755760369,1.6,0.0,-1.6,3.0,103.6,0.85,1.0,21.4,214.79999999999998,1.2,78.2,3.0,0.0,0.572972972972973,0.6,1.0,0.4,4.2,61.6,1.0,1.0
2022_02_ARI_LV,2022,REG,2,2022-09-18,ARI,29.0,LV,23.0,0,23.2,277.8,2.0,70.4,4.0,0.0,0.6131670131670132,2.2,0.4,-1.7999999999999998,2.8,33.800000000000004,1.0,1.0,26.8,233.8,1.6,119.0,2.2,1.4,0.6320085929108485,0.4,0.0,-0.4,2.4000000000000004,77.4,0.0,1.0
2022_02_CHI_GB,2022,REG,2,2022-09-18,CHI,10.0,GB,27.0,1,23.2,249.6,0.8,147.8,3.6,1.0,0.704,1.6,0.8,-0.7999999999999999,3.0000000000000004,16.0,1.0,1.0,7.6,100.6,1.2,131.4,2.4000000000000004,1.0,0.5368983957219251,1.0,0.6,-0.4,5.0,34.4,1.0,0.6
2022_02_TEN_BUF,2022,REG,2,2022-09-19,TEN,7.0,BUF,41.0,1,26.0,305.0,3.4,113.0,1.6,0.6,0.7632258064516129,2.4,2.6,0.20000000000000007,7.4,40.6,1.0,1.0,16.8,208.79999999999998,1.2,87.8,1.4,0.4,0.5636363636363636,1.2000000000000002,2.0,0.7999999999999999,3.8,64.8,0.6666666666666666,1.0
2022_02_MIN_PHI,2022,REG,2,2022-09-19,MIN,7.0,PHI,24.0,1,21.2,279.0,0.4,194.8,1.8000000000000003,3.2,0.6729838709677419,0.4,1.8000000000000003,1.4,3.0,60.6,0.8,1.0,24.6,254.6,1.6,100.39999999999999,1.4,0.0,0.6660326086956522,1.2000000000000002,1.0,-0.20000000000000007,4.6000000000000005,22.0,1.0,1.0
2022_03_PIT_CLE,2022,REG,3,2022-09-22,PIT,17.0,CLE,29.0,1,20.16,195.88,1.4,190.68,1.4,1.4800000000000002,0.657111532785157,0.24,0.72,0.4799999999999999,3.8,44.28,1.0,0.8066666666666666,20.599999999999998,192.96,0.6,90.44,1.4800000000000002,0.8,0.6016746411483254,0.24,1.92,1.68,3.72,36.04,0.71,1.0
2022_03_NO_CAR,2022,REG,3,2022-09-25,NO,14.0,CAR,22.0,1,13.92,187.4,1.0,112.48,3.12,0.72,0.5211954022988505,0.6,0.8,0.20000000000000007,4.56,59.68,1.0,1.0,24.28,294.68,1.36,111.96,3.2800000000000002,0.76,0.6374318507890961,2.7600000000000002,0.0,-2.7600000000000002,2.2800000000000002,73.24,0.4799999999999999,1.0
2022_03_HOU_CHI,2022,REG,3,2022-09-25,HOU,20.0,CHI,23.0,1,7.76,102.76,0.72,191.24,3.44,1.4,0.5103743315508021,1.4,1.16,-0.24,4.6,33.44,1.0,0.76,20.84,226.88,1.1199999999999999,83.72,2.2,0.4,0.5937837837837838,1.16,1.8000000000000003,0.64,4.52,46.96,1.0,1.0
2022_03_KC_IND,2022,REG,3,2022-09-25,KC,17.0,IND,20.0,1,26.16,262.32,1.16,109.48,3.92,0.36,0.650291891891892,1.84,1.24,-0.6,5.08,52.839999999999996,0.8421052631578947,1.0,24.56,290.8,2.6799999999999997,91.6,0.64,0.76,0.6637167277167277,0.76,0.64,-0.11999999999999997,4.0,39.96,0.8,0.54
2022_03_BUF_MIA,2022,REG,3,2022-09-25,BUF,19.0,MIA,21.0,1,22.119999999999997,284.16,2.2,60.44,2.12,0.8,0.6837090909090908,0.48,0.36,-0.12000000000000004,2.72,27.439999999999998,1.0,1.0,32.4,343.0,2.84,113.8,2.56,0.36,0.7246021505376343,1.8399999999999999,1.96,0.12000000000000004,5.24,45.160000000000004,0.8,1.0
2022_03_DET_MIN,2022,REG,3,2022-09-25,DET,24.0,MIN,28.0,1,24.360000000000003,256.76,1.76,109.44,1.24,0.8,0.6337659066808059,1.12,1.4,0.27999999999999997,4.36,19.2,0.47368421052631576,1.0,22.36,249.64000000000001,2.08,166.6,1.08,1.88,0.5894032339369498,0.76,0.24,-0.52,2.08,48.2,0.7333333333333333,1.0
2022_03_BAL_NE,2022,REG,3,2022-09-25,BAL,37.0,NE,26.0,0,21.4,265.56,0.6,115.84,1.9200000000000002,1.4400000000000002,0.6709999999999999,2.92,1.04,-1.88,4.4799999999999995,25.0,0.7,1.0,18.36,240.2,3.4,135.08,2.32,0.64,0.6260689655172413,1.16,2.04,0.88,3.8,15.639999999999999,1.0,0.92
2022_03_CIN_NYJ,2022,REG,3,2022-09-25,CIN,27.0,NYJ,12.0,0,31.0,303.0,1.32,82.6,3.16,0.0,0.5851473272490221,2.56,0.6,-1.96,3.6000000000000005,64.84,0.82,0.4,26.840000000000003,279.44,2.16,96.83999999999999,4.76,0.0,0.6397064989517819,2.2,1.2000000000000002,-0.9999999999999999,3.6799999999999997,30.119999999999997,0.7466666666666666,0.5263157894736842
2022_03_LV_TEN,2022,REG,3,2022-09-25,LV,22.0,TEN,24.0,1,17.68,230.88,1.1199999999999999,96.28,1.24,1.04,0.6196632996632997,1.12,1.6,0.4799999999999999,3.48,72.88,0.8421052631578947,1.0,24.72,289.48,2.0,80.64,2.8,0.0,0.6079002079002078,1.72,0.64,-1.0799999999999998,2.08,37.88,1.0,1.0
2022_03_PHI_WAS,2022,REG,3,2022-09-25,PHI,24.0,WAS,8.0,0,26.919999999999998,277.96000000000004,2.16,86.52000000000001,5.16,0.64,0.6261530493970258,1.72,0.36,-1.36,3.44,45.96,0.0,0.8,21.52,303.4,1.4400000000000002,145.68,2.2800000000000002,1.92,0.6552188940092166,0.24,1.4800000000000002,1.24,4.2,57.160000000000004,0.88,1.0
2022_03_JAX_LAC,2022,REG,3,2022-09-25,JAX,38.0,LAC,10.0,0,27.28,299.4,2.2,55.76,0.88,0.0,0.662516339869281,1.04,1.0799999999999998,0.03999999999999987,4.28,35.16,0.82,1.0,25.84,260.2,2.04,127.72,0.72,1.0,0.692893772893773,0.36,1.84,1.4800000000000002,3.44,40.96,0.91,1.0
2022_03_LA_ARI,2022,REG,3,2022-09-25,LA,20.0,ARI,12.0,0,30.88,265.88,0.96,99.39999999999999,2.12,0.84,0.6343775695396126,0.24,0.0,-0.24,2.64,66.44,1.0,1.0,24.119999999999997,251.28,1.08,74.32,3.1599999999999997,1.04,0.7226341463414634,2.2,1.2,-1.0,3.28,39.44,1.0,1.0
2022_03_ATL_SEA,2022,REG,3,2022-09-25,ATL,27.0,SEA,23.0,0,26.84,247.48,1.52,80.8,2.0,0.0,0.7724298282362798,1.24,0.64,-0.6,3.92,71.96000000000001,1.0,1.0,16.48,216.04000000000002,0.88,165.56,1.9200000000000002,1.52,0.6351048951048951,2.24,0.88,-1.36,4.16,32.76,0.808,1.0
2022_03_GB_TB,2022,REG,3,2022-09-25,GB,14.0,TB,12.0,0,23.2,230.32,1.0,85.6,2.16,0.0,0.662296918767507,1.4,1.4800000000000002,0.07999999999999999,4.44,49.24,0.928,1.0,24.72,251.76,1.28,115.48,2.56,0.6,0.7309714285714286,1.76,0.48,-1.28,3.8000000000000003,35.6,1.0,1.0
2022_03_SF_DEN,2022,REG,3,2022-09-25,SF,10.0,DEN,11.0,1,21.8,248.56,0.6,113.24000000000001,3.04,0.4,0.5993827677698645,0.96,0.4,-0.5599999999999999,3.8,74.16,0.71,1.0,15.479999999999999,187.6,0.64,143.92000000000002,2.56,0.84,0.5654187192118226,1.9200000000000002,1.24,-0.68,5.6,57.879999999999995,0.92,1.0
2022_03_DAL_NYG,2022,REG,3,2022-09-26,DAL,23.0,NYG,16.0,0,19.4,188.32,0.96,177.2,4.52,0.76,0.6629389052918465,1.1199999999999999,0.0,-1.1199999999999999,1.32,53.879999999999995,0.9,1.0,20.52,213.67999999999998,0.64,121.64,1.68,0.64,0.5980645161290322,0.6,0.76,0.16000000000000003,5.76,65.08,0.9,1.0
2022_04_MIA_CIN,2022,REG,4,2022-09-29,MIA,15.0,CIN,27.0,1,24.504,291.664,2.096,84.904,3.256,0.4,0.6463238993710692,1.32,1.52,0.20000000000000012,3.808,47.672,0.848,0.7157894736842105,22.072,291.696,1.72,70.264,1.672,0.48,0.6480632923832923,1.088,0.216,-0.8720000000000001,2.432,32.864,0.8376623376623377,0.6
2022_04_MIN_NO,2022,REG,4,2022-10-02,MIN,28.0,NO,25.0,0,22.568,271.208,1.216,111.576,2.7680000000000002,1.256,0.6681733961877434,2.056,0.8,-1.256,2.568,84.744,0.48799999999999993,1.0,25.016000000000002,268.456,1.456,98.064,1.9440000000000002,0.88,0.6469262106751502,1.072,0.84,-0.23200000000000004,3.416,25.52,0.6842105263157895,0.8
2022_04_CLE_ATL,2022,REG,4,2022-10-02,CLE,20.0,ATL,23.0,1,12.688,185.22400000000002,0.528,180.136,1.552,1.712,0.5284313581155686,1.744,0.928,-0.8160000000000001,3.296,25.656,0.8848,1.0,20.496,211.12800000000001,0.84,185.208,1.24,1.6880000000000002,0.6342669196710942,0.9440000000000001,0.832,-0.11200000000000007,4.28,46.968,1.0,0.884
2022_04_BUF_BAL,2022,REG,4,2022-10-02,BUF,23.0,BAL,20.0,0,19.016,201.72,2.44,145.848,2.1919999999999997,0.784,0.651503448275862,1.496,1.6239999999999999,0.12799999999999995,3.48,37.384,1.0,0.9520000000000001,27.04,291.0,2.104,118.28,1.936,0.616,0.6458724014336917,1.904,1.976,0.07200000000000002,5.144,39.496,0.88,1.0
2022_04_WAS_DAL,2022,REG,4,2022-10-02,WAS,10.0,DAL,25.0,1,18.311999999999998,217.408,1.184,97.78399999999999,1.408,0.384,0.5810609318996416,0.36,1.256,0.896,5.856,47.047999999999995,0.9400000000000001,0.8,26.151999999999997,234.776,1.696,108.712,3.896,0.384,0.6137870677334536,1.832,0.216,-1.616,4.864,81.976,1.0,0.9052631578947369
2022_04_SEA_DET,2022,REG,4,2022-10-02,SEA,48.0,DET,45.0,0,24.216,303.384,2.848,157.95999999999998,1.048,1.928,0.6236419403621699,1.256,0.144,-1.112,2.448,52.52,0.84,0.8,25.304000000000002,276.488,1.712,142.48,1.2,1.2000000000000002,0.7701245636084346,0.744,1.184,0.44000000000000006,2.752,73.57600000000001,0.8666666666666667,1.0
2022_04_LAC_HOU,2022,REG,4,2022-10-02,LAC,34.0,HOU,24.0,0,22.904,234.528,1.472,102.632,2.92,0.64,0.6534131274131274,1.496,1.08,-0.41600000000000004,3.912,54.976,0.8,1.0,27.168,315.64,2.12,65.856,0.928,0.8,0.6744328808446456,0.624,1.448,0.824,4.968,45.496,0.892,1.0
2022_04_TEN_IND,2022,REG,4,2022-10-02,TEN,24.0,IND,17.0,0,26.496,299.792,1.496,80.888,3.552,0.216,0.682067027027027,2.3040000000000003,0.744,-1.56,4.248,51.70399999999999,0.7052631578947368,1.0,17.408,193.328,1.472,108.568,1.9440000000000002,1.024,0.6956075036075037,0.672,1.36,0.688,3.2880000000000003,59.727999999999994,0.9052631578947368,1.0
2022_04_CHI_NYG,2022,REG,4,2022-10-02,CHI,12.0,NYG,20.0,1,15.239999999999998,145.792,0.576,211.12,3.1119999999999997,1.256,0.622763343175108,1.0719999999999998,0.4,-0.6719999999999999,3.192,54.327999999999996,0.8066666666666666,1.0,9.056000000000001,131.256,0.432,174.344,4.464,0.84,0.5062245989304813,1.64,1.496,-0.144,3.1599999999999997,46.064,1.0,0.76
2022_04_JAX_PHI,2022,REG,4,2022-10-02,JAX,21.0,PHI,29.0,1,19.312,263.64,0.8640000000000001,171.408,2.168,2.7520000000000002,0.64913133640553,0.544,1.288,0.744,3.32,42.296,0.928,0.8666666666666667,19.904,225.72,2.024,105.032,2.032,0.6,0.6070406115623507,2.216,1.504,-0.712,4.464,39.776,0.91,1.0
2022_04_NYJ_PIT,2022,REG,4,2022-10-02,NYJ,24.0,PIT,20.0,0,19.16,197.376,0.36,101.864,2.088,1.28,0.6225432462274567,1.744,2.3520000000000003,0.6079999999999999,3.8320000000000003,43.623999999999995,0.826,1.0,26.2,283.4,1.592,88.75999999999999,2.296,0.4,0.5564938017548187,2.336,1.96,-0.3759999999999999,3.3600000000000003,64.504,0.892,0.7157894736842105
2022_04_ARI_CAR,2022,REG,4,2022-10-02,ARI,26.0,CAR,16.0,0,17.152,191.24,1.0,83.488,2.672,0.432,0.5571616858237548,1.56,1.28,-0.27999999999999997,4.736,66.208,1.0,1.0,27.728,242.328,1.3760000000000001,112.44,1.672,0.904,0.6681265417237675,0.544,0.8,0.256,2.7840000000000003,64.264,1.0,1.0
2022_04_NE_GB,2022,REG,4,2022-10-02,NE,24.0,GB,27.0,1,23.232,251.456,1.568,148.888,1.936,0.76,0.6785828571428572,1.856,0.288,-1.568,4.680000000000001,37.36,1.0,1.0,18.84,213.736,0.76,136.304,2.7520000000000002,1.264,0.6883142857142857,2.152,1.024,-1.128,3.0879999999999996,45.0,0.82,1.0
2022_04_DEN_LV,2022,REG,4,2022-10-02,DEN,23.0,LV,32.0,1,23.232,248.888,1.2,133.184,2.48,0.8,0.6117989482695364,1.032,0.384,-0.6479999999999999,4.048,32.728,1.0,0.8666666666666667,19.88,243.936,1.16,101.944,3.024,0.64,0.6316296606619187,0.976,0.24,-0.736,4.680000000000001,64.496,0.826,0.8245614035087719
2022_04_KC_TB,2022,REG,4,2022-10-02,KC,41.0,TB,31.0,0,29.52,292.192,1.8000000000000003,52.559999999999995,1.696,0.4,0.6973781512605042,1.24,1.288,0.047999999999999994,4.264,45.544,0.9568,1.0,23.936,274.08,2.808,130.56,1.584,1.256,0.6468786852786853,0.856,0.384,-0.472,3.2,36.776,0.88,0.724
2022_04_LA_SF,2022,REG,4,2022-10-03,LA,9.0,SF,24.0,1,15.687999999999999,208.16,0.784,121.552,1.536,0.904,0.5762882685641306,1.1520000000000001,1.144,-0.007999999999999991,6.96,44.727999999999994,0.752,1.0,27.272,252.368,0.648,67.392,4.696,0.624,0.7002471544715447,2.12,0.72,-1.4,2.768,25.663999999999998,1.0,1.0
2022_05_IND_DEN,2022,REG,5,2022-10-06,IND,12.0,DEN,9.0,0,20.328,255.9616,0.696,111.1664,3.4144,0.384,0.5943624117817666,1.3856,0.9440000000000001,-0.4416,5.6080000000000005,58.297599999999996,0.7956,0.8245614035087719,26.2976,280.2752,0.8976,90.9328,4.5312,0.1296,0.6628987528015821,2.1824000000000003,1.6464,-0.5359999999999999,4.1488000000000005,56.6224,0.8231578947368421,1.0
2022_05_NYG_GB,2022,REG,5,2022-10-09,NYG,27.0,GB,22.0,0,23.9392,239.6736,1.7408000000000001,126.9328,1.9616,0.45599999999999996,0.6635599706959707,1.1136,0.5728,-0.5408,4.408,37.216,1.0,1.0,17.544,174.2752,0.34559999999999996,176.672,2.2672,1.9536000000000002,0.6847691170161758,0.6431999999999999,1.04,0.3968000000000001,3.5152,57.7968,0.884,1.0
2022_05_PIT_BUF,2022,REG,5,2022-10-09,PIT,3.0,BUF,38.0,1,25.024,347.4,2.8624,118.968,1.1616,0.7696,0.6319678853046595,1.9424,1.5856,-0.3568,4.6864,34.897600000000004,0.728,1.0,25.096,249.22560000000001,0.216,82.7184,2.4528000000000003,0.768,0.6350644092749356,1.4464,1.8112000000000001,0.3647999999999999,3.0992,47.7744,0.6289333333333332,1.0
2022_05_LAC_CLE,2022,REG,5,2022-10-09,LAC,30.0,CLE,28.0,0,20.697599999999998,218.67680000000001,0.904,196.3248,0.744,2.2128,0.6276189753320682,0.9664,0.4992,-0.46720000000000006,2.968,54.1808,0.6,0.9304,25.1008,280.584,1.672,134.71359999999999,0.9568,1.28,0.6634832579185521,0.3744,1.2688,0.8944,3.3808,34.0976,0.9352,1.0
2022_05_HOU_JAX,2022,REG,5,2022-10-09,HOU,13.0,JAX,6.0,0,21.9424,249.832,1.2144,117.4192,1.2192,0.36,0.5769903243842189,2.1296,0.9024,-1.2272,3.0784000000000002,43.0656,0.9573684210526316,1.0,20.1424,196.71679999999998,0.8832,107.9792,2.152,0.784,0.6587145431145431,0.8976,1.448,0.5504,3.1471999999999998,42.9856,0.88,1.0
2022_05_CHI_MIN,2022,REG,5,2022-10-09,CHI,22.0,MIN,29.0,1,28.209600000000002,288.6736,1.2736,105.6384,1.5664,1.7280000000000002,0.7024414406908044,1.0432000000000001,0.904,-0.13920000000000002,3.2496,43.312,0.4105263157894737,0.88,11.4336,161.9536,0.6592,135.8064,3.4784,0.904,0.5894490450725746,1.384,1.2976,-0.08639999999999999,3.096,43.6384,1.0,0.8863157894736842
2022_05_DET_NE,2022,REG,5,2022-10-09,DET,0.0,NE,29.0,1,18.104,203.4416,0.856,152.1824,1.6512,0.7584,0.7367980952380953,1.6912,1.0144,-0.6768,3.0528,45.4,0.892,1.0,22.1296,273.6304,1.7087999999999999,135.176,1.4288,1.1567999999999998,0.591328021360159,1.5536,0.4864,-1.0672000000000001,3.0688,64.31200000000001,0.84,0.8
2022_05_SEA_NO,2022,REG,5,2022-10-09,SEA,32.0,NO,39.0,1,20.3408,246.3248,1.5296,160.94559999999998,2.0608,1.9536000000000002,0.6729040377126461,2.0336,0.48,-1.5536,2.7408,73.6464,0.6928,1.0,21.5824,273.0928,2.2272000000000003,145.888,1.9200000000000002,1.12,0.7180747381650607,0.8464,1.9104,1.064,2.0511999999999997,78.1456,0.92,0.8666666666666667
2022_05_MIA_NYJ,2022,REG,5,2022-10-09,MIA,17.0,NYJ,40.0,1,21.32,254.04,0.9552,107.25599999999999,2.1776,2.24,0.6005629477195579,1.4016,1.576,0.1744000000000001,2.8160000000000003,80.7024,0.9352,0.8294736842105264,20.8432,241.41760000000002,1.032,96.9584,1.8032,1.088,0.6123673871946813,1.4528,0.1296,-1.3232000000000002,3.4592,60.5184,0.7025974025974026,0.76
2022_05_ATL_TB,2022,REG,5,2022-10-09,ATL,15.0,TB,21.0,1,31.712,315.7152,1.4800000000000002,59.135999999999996,1.0175999999999998,0.64,0.6876576599870717,0.744,0.7728,0.028799999999999996,5.3584000000000005,45.3264,0.97408,1.0,13.212800000000001,169.9344,0.7168,168.4816,2.9312,1.4272,0.5410588148693412,1.0464,0.5568,-0.48960000000000004,2.3775999999999997,37.3936,0.53088,1.0
2022_05_TEN_WAS,2022,REG,5,2022-10-09,TEN,21.0,WAS,17.0,0,25.6912,284.4656,1.8175999999999999,82.4272,3.5376,0.2304,0.6314301353769143,1.4992,0.1296,-1.3696000000000002,5.7184,77.5856,1.0,0.9431578947368421,16.4448,188.3968,1.2832,107.1408,3.1664,1.4144,0.6573645021645022,0.4032,1.216,0.8128,2.3728000000000002,63.4368,0.9052631578947368,1.0
2022_05_SF_CAR,2022,REG,5,2022-10-09,SF,37.0,CAR,15.0,0,20.2912,224.744,0.6,75.6928,4.0032000000000005,0.6592,0.572392249589491,1.336,1.568,0.23200000000000004,4.4416,52.9248,0.9,1.0,16.6128,226.096,1.2704,134.1312,1.7216,1.3424,0.5857729611384783,1.0912000000000002,1.0864,-0.004799999999999994,6.5760000000000005,46.8368,0.6512,0.92
2022_05_PHI_ARI,2022,REG,5,2022-10-09,PHI,20.0,ARI,17.0,0,27.8368,245.39679999999998,1.2256,117.064,1.4032,0.9424,0.6675425917009271,0.7264,0.48,-0.24640000000000004,3.6704,44.5584,0.8,1.0,21.9872,253.784,0.5184000000000001,158.4448,2.1008,2.4512,0.6783676907322069,0.3264,1.5728,1.2464,5.192,37.3776,0.9568,0.92
2022_05_DAL_LA,2022,REG,5,2022-10-09,DAL,22.0,LA,10.0,0,27.9632,279.4208,0.7888000000000001,55.6352,4.8176,0.3744,0.6837846563192904,2.472,0.432,-2.04,2.8608,25.3984,0.8,1.0,14.987199999999998,171.2448,0.7103999999999999,123.87039999999999,2.0448,0.6304000000000001,0.598636559139785,0.216,1.1536,0.9376,5.9136,45.0288,0.9640000000000001,0.88
2022_05_CIN_BAL,2022,REG,5,2022-10-09,CIN,17.0,BAL,19.0,1,19.0096,190.632,1.8639999999999999,149.5088,1.7151999999999998,0.4704,0.6284020689655172,1.2976,1.3743999999999998,0.07679999999999997,3.688,41.6304,1.0,0.9712000000000001,24.302400000000002,261.7984,1.6576,91.3424,3.1536,0.64,0.6620800539083558,1.192,1.312,0.12000000000000006,2.6847999999999996,36.603199999999994,0.9087999999999999,0.8294736842105264
2022_05_LV_KC,2022,REG,5,2022-10-10,LV,29.0,KC,30.0,1,25.9616,281.248,3.2847999999999997,119.536,2.1504000000000003,0.7535999999999999,0.6578946530276764,0.5136,0.2304,-0.28319999999999995,2.72,50.8656,0.728,0.8344,21.5392,245.7328,1.52,141.91039999999998,2.288,0.88,0.6204127022950552,0.6192,0.2304,-0.3887999999999999,4.0288,59.2368,1.0,0.92
2022_06_WAS_CHI,2022,REG,6,2022-10-13,WAS,12.0,CHI,7.0,0,12.46016,173.17216,0.79552,176.28384,4.08704,0.5424,0.5610768344509521,1.2304,1.17856,-0.05183999999999999,3.0576000000000003,42.983039999999995,1.0,0.9317894736842105,20.21472,210.27936,1.09056,100.65632,3.32256,0.53824,0.5970398994079668,0.89952,0.47776,-0.42176,5.03104,60.95136,0.8666666666666667,0.9431578947368421
2022_06_SF_ATL,2022,REG,6,2022-10-16,SF,14.0,ATL,28.0,1,13.127680000000002,153.56064,1.23008,168.28896,2.55872,1.25632,0.6960638603501761,0.62784,1.53408,0.9062400000000002,1.8265599999999997,38.43616,0.53088,1.0,21.56768,254.0576,1.56224,100.47872,1.0329599999999999,0.80544,0.6343906059513796,1.8547200000000001,0.65184,-1.2028800000000002,4.7456000000000005,40.102079999999994,0.6512,0.9520000000000001
2022_06_NE_CLE,2022,REG,6,2022-10-16,NE,38.0,CLE,15.0,0,20.818559999999998,237.60608000000002,0.9424,145.79488,2.0464,1.32768,0.5632380518659076,1.77984,0.69952,-1.0803200000000002,3.3808,57.70848,0.76,0.9304,20.4624,245.66496,1.3136,130.50944,1.79072,1.65504,0.7244317983193278,1.41472,1.40864,-0.006079999999999937,2.63168,64.04,0.7352,1.0
2022_06_NYJ_GB,2022,REG,6,2022-10-16,NYJ,27.0,GB,10.0,0,25.56352,245.40416,1.44448,100.15968,2.77696,0.27359999999999995,0.6470248713064713,1.06816,0.34368,-0.72448,3.4448000000000003,39.1296,0.8,1.0,16.791999999999998,196.42399999999998,0.57312,135.9536,2.10656,2.144,0.5825599908539569,0.8409599999999999,0.9456,0.10464000000000007,3.6896,80.02144,0.8277866666666667,0.8976842105263159
2022_06_JAX_IND,2022,REG,6,2022-10-16,JAX,27.0,IND,34.0,1,32.57856,323.76512,1.73856,72.55968,2.71872,0.47776,0.6873944240947424,1.3094400000000002,1.38784,0.07840000000000008,5.68928,54.77344,0.8938947368421053,1.0,21.16544,215.89919999999998,1.1286399999999999,167.65152,2.3315200000000003,1.4160000000000001,0.709830558266895,1.67776,0.5414399999999999,-1.13632,3.0470400000000004,43.43936,0.9573684210526316,1.0
2022_06_MIN_MIA,2022,REG,6,2022-10-16,MIN,24.0,MIA,16.0,0,24.50592,312.05056,1.4192,87.37504,3.48192,0.6528,0.622739581252979,2.07168,0.47776,-1.59392,3.67552,75.11104,0.6215584415584415,0.856,24.92576,243.20416,1.56416,94.58304,2.13984,1.4368,0.6881315310811493,0.62592,1.3424,0.71648,4.349760000000001,33.987199999999994,0.6463157894736842,0.728
2022_06_CIN_NO,2022,REG,6,2022-10-16,CIN,30.0,NO,26.0,0,19.80448,218.99488,1.31776,187.76736,1.63648,1.5721600000000002,0.6148535337386988,1.22016,0.288,-0.93216,2.8444800000000003,57.78784,0.81568,1.0,25.781440000000003,277.07904,2.19456,84.80543999999999,3.0921600000000002,0.784,0.6999507350477162,0.7152,1.1872,0.4720000000000001,3.61088,33.96191999999999,0.94528,0.8976842105263159
2022_06_BAL_NYG,2022,REG,6,2022-10-16,BAL,20.0,NYG,24.0,1,18.1264,173.76512,1.00736,139.2032,2.96032,1.5721600000000002,0.692342951691187,0.78592,1.024,0.23808000000000004,3.70912,44.678079999999994,0.9304,1.0,18.205759999999998,198.3792,1.5184,174.10528,1.8291199999999999,0.68224,0.5895412413793103,1.57856,0.8246399999999999,-0.75392,4.2128,54.57824,0.8666666666666667,0.98272
2022_06_TB_PIT,2022,REG,6,2022-10-16,TB,18.0,PIT,20.0,1,23.0576,233.93536,0.9296000000000001,80.43104,2.2716800000000004,0.4608,0.647705312231628,0.86784,1.0867200000000001,0.21887999999999994,2.65952,46.66464,0.7773599999999999,1.0,29.0272,286.62912,1.288,65.4816,1.4105599999999998,0.384,0.662594595992243,0.44639999999999996,0.46368,0.017279999999999997,5.21504,43.99584,0.984448,1.0
2022_06_CAR_LA,2022,REG,6,2022-10-16,CAR,10.0,LA,24.0,1,27.17792,268.85248,0.8732800000000001,77.78112,3.2905599999999997,1.02464,0.7254223089430895,1.8832,0.6592,-1.224,2.51648,34.83904,0.88,1.0,17.37472,182.44639999999998,0.36,82.61568,3.2019200000000003,0.39552,0.5910543973727422,1.2016,1.3408,0.13920000000000002,3.8649600000000004,43.75488,0.9400000000000001,1.0
