,team,Unnamed: 0,season,week,opponent_team,completions_ewma,passing_yards_ewma,passing_tds_ewma,rushing_yards_ewma,sacks_suffered_ewma,rushing_tds_ewma,completion_pct_ewma,turnovers_offense_ewma,turnovers_defense_ewma,turnover_margin_ewma,def_tackles_for_loss_ewma,penalty_yards_ewma,fg_pct_ewma,pat_pct_ewma
10,DET,2800,2025,18,CHI,25.168993568509133,298.0193945628246,1.5333724571631615,90.52697212619326,3.1778265440845828,0.3875172157882368,0.6392734733993446,1.8804034641657856,0.6190371937583105,-1.2613662704074755,3.8347618730115074,33.83948790695198,0.874685182904859,0.987122944
11,GB,2825,2025,19,CHI,17.852405080019437,228.27670708377093,2.0777963633115135,113.77719690704193,2.0494429063531725,0.4116535633575936,0.5917899543527342,0.5231074092908543,0.8644445198522778,0.3413371105614234,3.101690716937257,52.85824182308569,0.5901410318772831,0.8624451745641095
12,HOU,2826,2025,19,PIT,19.400023579679782,231.6566472442092,1.2449901329278568,136.77528711279413,1.4325937895571457,0.7174396856133223,0.6117091253322794,1.513918134728786,1.0496580334649344,-0.4642601012638516,6.716602763348542,55.58877160216986,0.9890303696109568,0.9
13,IND,2803,2025,18,HOU,20.369790614595175,227.9836731847868,1.5547291049984,78.1961790108074,1.466796510969856,0.9519092038107136,0.6126252743012445,1.72492567150592,0.4536116032045056,-1.2713140683014144,4.076709344536166,57.21528371358597,0.996130039010358,0.97824461824
14,JAX,2827,2025,19,BUF,20.64067439565865,244.87131632453023,2.586810960693166,115.38351251129367,1.730463142814679,0.7871750022797721,0.6432473881930787,1.2345609127421542,1.0892401707476582,-0.145320741994496,3.196935259236598,26.95494952860909,0.7966836530165221,0.9991292870656
15,KC,2805,2025,18,LV,16.63603950720123,141.23231008060864,0.4030602466099199,80.48715406902559,4.79434446995456,0.19283346210816,0.580058507027491,1.1926816477282305,0.914004857847808,-0.2786767898804224,5.674937702717849,41.81392064165315,0.9292044756406472,0.9815317509956786
16,LA,2828,2025,19,CAR,24.153241144484166,300.92619680169463,3.0257503604401768,129.6479666404642,1.2370835542520628,0.7910217361614439,0.5983396743296624,0.94924487409664,0.9012893542816154,-0.0479555198150246,3.923766156566201,50.03118741037777,0.9694683124561644,0.9993139169060454
17,LAC,2829,2025,19,NE,19.578925153036533,179.8462685969095,0.4669577994475929,102.066359770208,4.667420792747459,0.3677945200902143,0.5963964119336104,1.1801033420465767,0.9958660870320948,-0.1842372550144819,6.304314651234796,26.885257561667007,0.92571572224,0.8
18,LV,2808,2025,18,KC,16.11512746999808,149.73713968484844,0.7435906783051776,92.79580060973792,3.5923305252519935,0.1529741909753856,0.5866559141520142,1.190660687547597,0.4694901333753856,-0.7211705541722112,6.058729730395341,35.86459705792922,0.9639033855889484,0.9961227700831026
19,MIA,2809,2025,18,NE,16.392397187271886,175.69525019420917,1.1495525484396545,108.61603324259204,2.6922870127525886,0.663419540865024,0.6531594051000107,1.4050116414144511,0.6973545529344,-0.7076570884800513,3.319564216041472,50.16944347090125,0.9964168192,0.995153462603878
20,MIN,2810,2025,18,GB,16.30465769057157,171.7784181725266,0.3606941245243392,131.07559772731474,3.531619319919411,1.2738179078619136,0.6425267526899398,1.016061324250317,0.7495760343465984,-0.2664852899037184,6.722095134408704,32.9274381910016,0.997263109928421,1.0
21,NE,2830,2025,19,LAC,19.19275525118099,262.4538734451766,1.6605353978586723,167.46462623804163,2.82474325970518,1.4411721445107302,0.6861418395468356,1.0645523792042395,0.468501959049216,-0.5960504201550234,6.416178486250046,39.90221099714478,0.7247475230559016,0.999924770402468
22,NO,2812,2025,18,ATL,23.917670551302965,283.0217926024364,1.3528294574129152,100.62187019141776,3.382134230174925,0.8841757269753856,0.701947350752325,1.3770837763948545,0.67268378066944,-0.7043999957254143,7.644529013981185,54.88276183501373,0.6545429187723264,1.0
23,NYG,2813,2025,18,DAL,19.213846270423858,197.71638117615535,1.1469552113549313,148.61530477415627,3.1552284813819904,1.3590376277868546,0.6493137834117307,0.7176134390185984,1.0577881177391104,0.340174678720512,6.285107169099776,61.44270500334797,0.880499944598338,0.991966182178816
24,NYJ,2814,2025,18,BUF,16.356207713425817,125.37836083327797,0.565505412726784,99.75839210852844,2.5582447020408834,0.4092363575328767,0.5573894583631961,1.0055285538422785,0.0,-1.0055285538422785,3.374244145941709,42.48461507548938,0.98272,1.0
25,PHI,2831,2025,19,SF,19.16535051773149,185.7038687561161,1.182008174981939,123.22249692846228,1.5592089268741736,0.929381723200553,0.5751586253856614,0.4188988182626303,1.2927358234945128,0.8738370052318822,3.780508126343332,65.59702605233652,0.884190048256,0.7813376
26,PIT,2832,2025,19,HOU,22.706383788960643,205.0627192396605,0.5011776925650124,100.67439942060344,2.769440997871452,0.8653975613865983,0.5970019867974491,0.9602068607192268,1.048652559619195,0.0884456988999679,3.943270075662336,37.9609536230169,0.9090805544586826,0.8245614035087719
27,SEA,2817,2025,18,SF,19.748003829737065,205.40517267603457,0.7540169418866687,156.5961664058622,2.4443908885643264,1.253759379472384,0.6967517503338442,1.076590071054336,0.994870835347456,-0.08171923570688,4.078628707926016,34.737228339085306,0.79455123611648,1.0
28,SF,2833,2025,19,PHI,20.536953150531176,246.8469253654433,2.338470472085668,99.51179867867184,1.517488114904597,0.6056589901824001,0.6652967074435342,1.4031997457373593,0.5511262406744474,-0.852073505062912,5.167399533563085,27.320232627736413,0.9618482003656276,0.8141984787735533
29,TB,2819,2025,18,CAR,20.72882482391941,229.28222628929208,1.3394024744943616,119.01641935367046,2.4279744116621313,0.3557992747106304,0.6896536944993599,1.47187290800128,0.664864693878784,-0.8070082141224961,3.959582449513267,43.94739430490112,0.7785434652930695,0.999876267109322
30,TEN,2820,2025,18,JAX,20.18792161272135,178.13828463992505,1.0827422843142145,106.96640618369516,1.9718655980732416,0.7579576479907839,0.6053541969344909,0.7506929834131456,0.0719593881993216,-0.678733595213824,5.0549962942840825,61.628593195181665,0.552089765511168,0.9992462665041552
31,WAS,2821,2025,18,PHI,14.079973312004096,162.29913663421152,0.6033558542024704,132.21297767791984,1.2005370996916225,1.7182216798994432,0.6047344231006244,1.347764476903424,0.55338501701632,-0.794379459887104,3.467664185720832,42.062212597999206,0.7848809930023851,0.9621052631578948
